BASIN,SUBBASIN,BASIN NAME,SUBBASIN NAME,SITE NO,SALTWATER INTRUSION,WL FREQUENCY,PERIOD (YEARS),WQ,WQ Frequency,TEL,FORMATION,LAT,LONG
422,4222,Balone - Condamine,Balonne River,42220094A,No,2,1,,,,BALONNE RIVER ALLUVIUM,-27.7454,148.6814
422,4222,Balone - Condamine,Balonne River,58963A,No,2,1,,,Yes,GUBBERAMUNDA SANDSTONE,-26.7548,150.2259
422,4223,Balone - Condamine,Condamine River,42231671A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.7177,151.4400
422,4223,Balone - Condamine,Condamine River,42231412A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.8013,151.4562
422,4223,Balone - Condamine,Condamine River,42231432A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.7831,151.4590
422,4223,Balone - Condamine,Condamine River,42231591A,No,4,1,Yes,,,,-27.5913,151.8467
422,4223,Balone - Condamine,Condamine River,42231330A,No,4,1,Yes,,,DALRYMPLE CREEK ALLUVIUM,-28.0348,151.9974
422,4223,Balone - Condamine,Condamine River,42231312A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2318,151.3766
422,4223,Balone - Condamine,Condamine River,42230905A,No,4,1,,,,MYALL CREEK NORTH BRANCH ALLUVIUM,-27.0347,151.4712
422,4223,Balone - Condamine,Condamine River,42231659A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5414,151.9432
422,4223,Balone - Condamine,Condamine River,42231250A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5435,151.9070
422,4223,Balone - Condamine,Condamine River,42231457A,No,4,1,,,,,-27.5484,151.4209
422,4222,Balone - Condamine,Balonne River,42220057A,No,2,1,,,,BALONNE RIVER ALLUVIUM,-28.0494,148.5767
422,4224,Balone - Condamine,Maranoa River,42240051A,No,4,1,,,,,-26.1462,147.9087
422,4223,Balone - Condamine,Condamine River,42230837A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-28.3353,152.1312
422,4223,Balone - Condamine,Condamine River,42231072A,No,4,1,Yes,,,FREESTONE CREEK ALLUVIUM,-28.1290,152.1912
422,4224,Balone - Condamine,Maranoa River,42240048A,No,2,1,,,Yes,BALONNE RIVER ALLUVIUM,-27.8033,148.5518
422,4223,Balone - Condamine,Condamine River,42231395A,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.3980,151.6099
422,4223,Balone - Condamine,Condamine River,42230976B,No,4,1,,,,MAIN RANGE VOLCANICS,-27.7178,151.9458
422,4223,Balone - Condamine,Condamine River,42230976A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.7178,151.9458
422,4225,Balone - Condamine,Wallam Creeks,12805A,No,1,3,Yes,,,HOORAY SANDSTONE,-27.8418,146.3298
422,4223,Balone - Condamine,Condamine River,42230002A,No,4,1,,,,,-28.1904,151.9702
422,4223,Balone - Condamine,Condamine River,42231146A,No,4,1,Yes,,,,-27.5283,151.5856
422,4223,Balone - Condamine,Condamine River,42230071A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.6545,151.2369
422,4223,Balone - Condamine,Condamine River,42230151A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2986,151.2106
422,4223,Balone - Condamine,Condamine River,42230656A,No,4,1,Yes,,,DALRYMPLE CREEK ALLUVIUM,-28.0129,151.8048
422,4223,Balone - Condamine,Condamine River,42230876A,No,4,1,,,,MYALL CREEK ALLUVIUM,-27.1325,151.6262
422,4223,Balone - Condamine,Condamine River,42231545A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-26.6967,151.2995
422,4223,Balone - Condamine,Condamine River,42230088A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.5897,151.2331
422,4223,Balone - Condamine,Condamine River,137972A,No,2,1,,,Yes,GUBBERAMUNDA SANDSTONE,-27.2894,150.6739
422,4222,Balone - Condamine,Balonne River,42220086A,No,2,1,,,,BALONNE RIVER ALLUVIUM,-28.6877,148.1753
422,4223,Balone - Condamine,Condamine River,42230210A,No,2,1,,,,,-26.7112,150.6859
422,4223,Balone - Condamine,Condamine River,42230168A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.0952,151.2400
422,4223,Balone - Condamine,Condamine River,42230182A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.0581,151.0450
422,4223,Balone - Condamine,Condamine River,42230749A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.7948,152.0079
422,4223,Balone - Condamine,Condamine River,42231537A,No,4,1,,,,MAIN RANGE VOLCANICS,-26.8351,151.4924
422,4223,Balone - Condamine,Condamine River,42230938A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5269,151.5789
422,4223,Balone - Condamine,Condamine River,42230660A,No,4,1,,,,DALRYMPLE CREEK ALLUVIUM,-28.0361,151.8571
422,4223,Balone - Condamine,Condamine River,42231746A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.6832,151.6251
422,4223,Balone - Condamine,Condamine River,42230205A,No,2,1,,,,CONDAMINE RIVER ALLUVIUM,-26.8043,150.6768
422,4223,Balone - Condamine,Condamine River,42231456A,No,2,1,,,,MAIN RANGE VOLCANICS,-27.8764,151.9165
422,4223,Balone - Condamine,Condamine River,42231497C,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.4684,151.3974
422,4223,Balone - Condamine,Condamine River,42231497A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.4684,151.3974
422,4223,Balone - Condamine,Condamine River,42231497B,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.4684,151.3974
422,4223,Balone - Condamine,Condamine River,42231416A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.7981,151.3880
422,4223,Balone - Condamine,Condamine River,42230960B,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.5480,151.8696
422,4223,Balone - Condamine,Condamine River,42230960A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.5480,151.8696
422,4223,Balone - Condamine,Condamine River,42231496A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.4411,151.4028
422,4223,Balone - Condamine,Condamine River,42231496C,No,0,0,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.4411,151.4028
422,4223,Balone - Condamine,Condamine River,42231496D,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.4411,151.4028
422,4223,Balone - Condamine,Condamine River,42231496B,No,0,0,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.4411,151.4028
422,4223,Balone - Condamine,Condamine River,42231325A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-28.1634,151.8754
422,4223,Balone - Condamine,Condamine River,42231420A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-28.1738,151.9510
422,4223,Balone - Condamine,Condamine River,42231500A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.3973,151.4705
422,4223,Balone - Condamine,Condamine River,42230651A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.9851,151.7698
422,4222,Balone - Condamine,Balonne River,42220079A,No,2,1,Yes,,,BALONNE RIVER ALLUVIUM,-28.3495,148.3624
422,4223,Balone - Condamine,Condamine River,119423A,No,2,1,,,Yes,KUMBARILLA BEDS,-27.2356,151.0186
422,4222,Balone - Condamine,Balonne River,42220075A,No,2,1,,,,BALONNE RIVER ALLUVIUM,-28.1426,148.3750
422,4223,Balone - Condamine,Condamine River,42230198A,No,2,1,,,,,-26.9499,150.8769
422,4223,Balone - Condamine,Condamine River,42231558A,No,2,1,,,,MARBURG SUBGROUP,-26.7554,151.2099
422,4223,Balone - Condamine,Condamine River,42231665A,No,4,1,,,,MAIN RANGE VOLCANICS,-28.2845,152.4046
422,4223,Balone - Condamine,Condamine River,42231071A,No,4,1,Yes,,,FARM CREEK ALLUVIUM,-28.2768,152.1760
422,4223,Balone - Condamine,Condamine River,42230770A,No,0,0,Yes,,,KINGS CREEK ALLUVIUM,-27.8619,152.0555
422,4223,Balone - Condamine,Condamine River,42231590A,No,2,1,Yes,,Yes,MARBURG SUBGROUP,-27.2692,151.7698
422,4223,Balone - Condamine,Condamine River,42230179A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.0779,151.0037
422,4223,Balone - Condamine,Condamine River,42230846A,No,4,1,Yes,,,FARM CREEK ALLUVIUM,-28.3008,152.2108
422,4223,Balone - Condamine,Condamine River,42231426A,No,4,1,Yes,,,FREESTONE CREEK ALLUVIUM,-28.1711,152.0726
422,4223,Balone - Condamine,Condamine River,16550A,No,1,3,Yes,,,MOOGA SANDSTONE,-27.4493,150.1142
422,4222,Balone - Condamine,Balonne River,42220085A,No,2,1,,,,BALONNE RIVER ALLUVIUM,-28.5996,148.2034
422,4222,Balone - Condamine,Balonne River,42220058A,No,2,1,,,Yes,GUBBERAMUNDA SANDSTONE,-26.2505,148.5014
422,4223,Balone - Condamine,Condamine River,42230190A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-26.9655,151.2074
422,4223,Balone - Condamine,Condamine River,42231689A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.2049,151.0548
422,4223,Balone - Condamine,Condamine River,42231179A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.8670,151.4813
422,4223,Balone - Condamine,Condamine River,42231319A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.1617,151.1575
422,4223,Balone - Condamine,Condamine River,42231353A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.2066,151.1757
422,4223,Balone - Condamine,Condamine River,42231354A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2315,151.1988
422,4223,Balone - Condamine,Condamine River,42231363A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5906,151.6492
422,4223,Balone - Condamine,Condamine River,15101A,No,1,3,Yes,,,MOOGA SANDSTONE,-27.1862,149.7155
422,4223,Balone - Condamine,Condamine River,42231502B,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.3214,151.2083
422,4223,Balone - Condamine,Condamine River,42231502C,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.3214,151.2083
422,4223,Balone - Condamine,Condamine River,42231502A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.3214,151.2083
422,4223,Balone - Condamine,Condamine River,42230165A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.1761,151.1175
422,4223,Balone - Condamine,Condamine River,42231403A,No,4,1,,,,,-27.4274,151.7128
422,4223,Balone - Condamine,Condamine River,42231240A,No,4,1,Yes,,,GLENGALLAN CREEK ALLUVIUM,-28.1054,152.0201
422,4223,Balone - Condamine,Condamine River,42231313A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2281,151.2461
422,4223,Balone - Condamine,Condamine River,42231331A,No,4,1,Yes,,,DALRYMPLE CREEK ALLUVIUM,-28.0454,151.9873
422,4223,Balone - Condamine,Condamine River,42231373A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.5524,151.3391
422,4224,Balone - Condamine,Maranoa River,42240031A,No,2,1,Yes,,,BALONNE RIVER ALLUVIUM,-27.8517,148.4922
422,4223,Balone - Condamine,Condamine River,42230967B,No,0,0,Yes,,,TOOWOOMBA VOLCANICS,-27.6627,151.7635
422,4223,Balone - Condamine,Condamine River,42230967C,No,0,0,Yes,,,TOOWOOMBA VOLCANICS,-27.6627,151.7635
422,4225,Balone - Condamine,Wallam Creeks,2508A,No,1,3,Yes,,,HOORAY SANDSTONE,-27.3899,146.6043
422,4225,Balone - Condamine,Wallam Creeks,30830A,No,1,3,Yes,,,WYANDRA SANDSTONE MEMBER,-28.7597,146.1773
422,4222,Balone - Condamine,Balonne River,14358A,No,2,1,,,Yes,,-26.3171,149.2331
422,4223,Balone - Condamine,Condamine River,42231424A,No,4,1,,,,,-28.0899,151.7978
422,4223,Balone - Condamine,Condamine River,42230184A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.0448,151.0755
422,4223,Balone - Condamine,Condamine River,42231205A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5078,151.6270
422,4223,Balone - Condamine,Condamine River,42231222B,No,4,1,,,,MAIN RANGE VOLCANICS,-27.8483,151.8271
422,4223,Balone - Condamine,Condamine River,42231222A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.8483,151.8271
422,4223,Balone - Condamine,Condamine River,42231267B,No,4,1,,,,,-28.0121,151.5807
422,4223,Balone - Condamine,Condamine River,42231267A,No,4,1,Yes,,,,-28.0121,151.5807
422,4223,Balone - Condamine,Condamine River,42231300A,No,4,1,Yes,,,OAKEY CREEK ALLUVIUM,-27.3742,151.8596
422,4223,Balone - Condamine,Condamine River,42231493A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.4416,151.5378
422,4223,Balone - Condamine,Condamine River,42231493B,No,0,0,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.4416,151.5378
422,4223,Balone - Condamine,Condamine River,42231339A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.5300,151.5044
422,4224,Balone - Condamine,Maranoa River,42240056A,No,4,1,,,,,-25.7767,147.7942
422,4223,Balone - Condamine,Condamine River,42231421A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-28.1326,151.8293
422,4223,Balone - Condamine,Condamine River,42231468A,No,4,1,Yes,,,GLENGALLAN CREEK ALLUVIUM,-28.1322,151.9537
422,4223,Balone - Condamine,Condamine River,42231177A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.3823,151.2136
422,4223,Balone - Condamine,Condamine River,42230080A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.6032,151.2795
422,4225,Balone - Condamine,Wallam Creeks,16837A,No,1,3,Yes,,,HOORAY SANDSTONE,-28.2396,147.7157
422,4223,Balone - Condamine,Condamine River,83262A,No,2,1,,,Yes,HUTTON SANDSTONE,-26.7575,150.6728
422,4222,Balone - Condamine,Balonne River,123425A,No,2,1,,,Yes,INJUNE CREEK GROUP,-26.2019,148.7773
422,4223,Balone - Condamine,Condamine River,42231548A,No,4,1,,,,WALLOON COAL MEASURES,-27.1153,151.4978
422,4223,Balone - Condamine,Condamine River,42230891A,No,4,1,,,,MOOLA CREEK ALLUVIUM,-27.0567,151.5460
422,4223,Balone - Condamine,Condamine River,42231410A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.8412,151.4895
422,4223,Balone - Condamine,Condamine River,42231553A,No,4,1,,,,MARBURG SUBGROUP,-26.9214,151.2871
422,4223,Balone - Condamine,Condamine River,42231593A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.5345,151.6998
422,4223,Balone - Condamine,Condamine River,42231413A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.8274,151.4109
422,4223,Balone - Condamine,Condamine River,42231701A,No,4,1,,,,,-27.0410,151.3288
422,4223,Balone - Condamine,Condamine River,42231271A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-28.2029,151.9881
422,4223,Balone - Condamine,Condamine River,42231273A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-28.1997,151.9887
422,4223,Balone - Condamine,Condamine River,42231334A,No,4,1,Yes,,,ROSENTHAL CREEK ALLUVIUM,-28.2295,152.0316
422,4223,Balone - Condamine,Condamine River,42231321A,No,4,1,,,,DALRYMPLE CREEK ALLUVIUM,-28.0444,151.8816
422,4222,Balone - Condamine,Balonne River,123262A,No,2,1,,,Yes,MOOGA SANDSTONE,-26.4328,148.8419
422,4224,Balone - Condamine,Maranoa River,18388A,No,0,0,Yes,,,EVERGREEN FORMATION,-25.6864,147.7604
422,4223,Balone - Condamine,Condamine River,42231135A,No,4,1,,,,WALLOON COAL MEASURES,-27.5518,151.7751
422,4223,Balone - Condamine,Condamine River,42230970A,No,0,0,Yes,,,MAIN RANGE VOLCANICS,-27.6605,151.8895
422,4223,Balone - Condamine,Condamine River,42230970B,No,0,0,Yes,,,MAIN RANGE VOLCANICS,-27.6605,151.8895
422,4223,Balone - Condamine,Condamine River,42231377A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.7109,151.8636
422,4223,Balone - Condamine,Condamine River,42230070A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.6905,151.3595
422,4223,Balone - Condamine,Condamine River,42230162A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.1442,151.2609
422,4223,Balone - Condamine,Condamine River,42231408A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.8947,151.5594
422,4223,Balone - Condamine,Condamine River,42231691A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.1684,151.0630
422,4223,Balone - Condamine,Condamine River,42231697A,No,4,1,,,,CATTLE CREEK ALLUVIUM,-26.9948,151.3015
422,4223,Balone - Condamine,Condamine River,107217A,No,2,1,,,Yes,PRECIPICE SANDSTONE,-27.1276,150.6909
422,4225,Balone - Condamine,Wallam Creeks,42250005A,No,1,3,,,,BALONNE RIVER ALLUVIUM,-27.5989,147.8028
422,4223,Balone - Condamine,Condamine River,42231494A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.3857,151.2694
422,4223,Balone - Condamine,Condamine River,42231494B,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.3857,151.2694
422,4223,Balone - Condamine,Condamine River,42231672A,No,2,1,Yes,,Yes,CONDAMINE RIVER ALLUVIUM,-28.2382,152.0827
422,4223,Balone - Condamine,Condamine River,42230060B,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.6919,151.2387
422,4223,Balone - Condamine,Condamine River,42230060A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.6919,151.2387
422,4223,Balone - Condamine,Condamine River,42230153B,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2693,151.2363
422,4223,Balone - Condamine,Condamine River,42230153A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.2693,151.2363
422,4223,Balone - Condamine,Condamine River,42230178A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.0381,151.2371
422,4223,Balone - Condamine,Condamine River,42231595A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.6306,151.5771
422,4223,Balone - Condamine,Condamine River,42231323A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-28.1476,151.8777
422,4223,Balone - Condamine,Condamine River,42231376A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.6924,151.8626
422,4223,Balone - Condamine,Condamine River,42230068A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.6088,151.4441
422,4223,Balone - Condamine,Condamine River,42231561A,No,2,1,,,,MARBURG SUBGROUP,-26.7144,151.0817
422,4223,Balone - Condamine,Condamine River,42230069A,No,2,1,,,Yes,CONDAMINE RIVER ALLUVIUM,-27.7277,151.2972
422,4223,Balone - Condamine,Condamine River,42231207A,No,4,1,,,,,-27.5797,151.6080
422,4223,Balone - Condamine,Condamine River,42231653A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5520,151.9726
422,4223,Balone - Condamine,Condamine River,42231398A,No,4,1,Yes,,,OAKEY CREEK ALLUVIUM,-27.3997,151.6449
422,4222,Balone - Condamine,Balonne River,16783A,No,1,3,Yes,,,GUBBERAMUNDA SANDSTONE,-28.9827,147.9544
422,4223,Balone - Condamine,Condamine River,42230661A,No,4,1,Yes,,,DALRYMPLE CREEK ALLUVIUM,-28.0257,151.8609
422,4223,Balone - Condamine,Condamine River,42231505A,No,4,1,,,,,-27.0278,151.5949
422,4223,Balone - Condamine,Condamine River,42231700A,No,4,1,,,,MARBURG SUBGROUP,-26.9646,151.4275
422,4223,Balone - Condamine,Condamine River,42230112A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.5172,151.2738
422,4223,Balone - Condamine,Condamine River,42231269A,No,2,1,,,,MAIN RANGE VOLCANICS,-27.4692,151.9191
422,4223,Balone - Condamine,Condamine River,42231260A,No,4,1,Yes,,,WALLOON COAL MEASURES,-26.9465,151.0636
422,4223,Balone - Condamine,Condamine River,42230166A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.1471,151.1586
422,4223,Balone - Condamine,Condamine River,42230174A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.0843,151.1444
422,4223,Balone - Condamine,Condamine River,42231527A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.3409,152.0373
422,4223,Balone - Condamine,Condamine River,42231596A,No,4,1,Yes,,,MAIN RANGE VOLCANICS,-27.6120,151.6756
422,4223,Balone - Condamine,Condamine River,42231239A,No,4,1,,,,GLENGALLAN CREEK ALLUVIUM,-28.1143,152.0283
422,4223,Balone - Condamine,Condamine River,42231308A,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.4219,151.6808
422,4223,Balone - Condamine,Condamine River,42230896A,No,4,1,,,,MOOLA CREEK ALLUVIUM,-27.0726,151.4707
422,4223,Balone - Condamine,Condamine River,42231678A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.4266,151.1844
422,4224,Balone - Condamine,Maranoa River,42240033A,No,2,1,,,,BALONNE RIVER ALLUVIUM,-27.8035,148.5061
422,4223,Balone - Condamine,Condamine River,42231209A,No,2,1,,,Yes,WALLOON COAL MEASURES,-27.6747,151.1831
422,4223,Balone - Condamine,Condamine River,42230185A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.0449,151.0755
422,4223,Balone - Condamine,Condamine River,42230291A,No,4,1,,,,MARBURG SANDSTONE,-28.0688,151.9435
422,4223,Balone - Condamine,Condamine River,42230849A,No,4,1,Yes,,,FARM CREEK ALLUVIUM,-28.2860,152.1856
422,4223,Balone - Condamine,Condamine River,42231492A,No,4,1,Yes,,,OAKY CREEK ALLUVIUM,-27.4223,151.5512
422,4223,Balone - Condamine,Condamine River,15582A,No,1,3,Yes,,,MOOGA SANDSTONE,-27.2959,150.1925
422,4222,Balone - Condamine,Balonne River,42220025A,No,2,1,,,,BALONNE RIVER ALLUVIUM,-28.1066,148.7356
422,4223,Balone - Condamine,Condamine River,42231425A,No,4,1,,,,,-28.0925,151.8030
422,4222,Balone - Condamine,Balonne River,42220071A,No,2,1,,,Yes,BALONNE RIVER ALLUVIUM,-27.9632,148.2946
422,4223,Balone - Condamine,Condamine River,42231390A,No,0,0,Yes,,,WALLOON COAL MEASURES,-27.1659,151.2180
422,4223,Balone - Condamine,Condamine River,42230888A,No,4,1,,,,MYALL CREEK ALLUVIUM,-27.1942,151.4971
422,4223,Balone - Condamine,Condamine River,42231380A,No,4,1,Yes,,,WALLOON COAL MEASURES,-27.6628,151.4355
422,4223,Balone - Condamine,Condamine River,42231220A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.8393,151.9959
422,4223,Balone - Condamine,Condamine River,42231335A,No,4,1,,,,FREESTONE CREEK ALLUVIUM,-28.1517,152.1048
422,4223,Balone - Condamine,Condamine River,42231685A,No,0,0,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.2568,151.0777
422,4224,Balone - Condamine,Maranoa River,42240035A,No,2,1,Yes,,,BALONNE RIVER ALLUVIUM,-27.7621,148.4669
422,4224,Balone - Condamine,Maranoa River,58249A,No,1,3,Yes,,Yes,EVERGREEN FORMATION,-25.4104,148.1190
422,4223,Balone - Condamine,Condamine River,42231340A,No,4,1,,,,WALLOON COAL MEASURES,-27.5314,151.5152
422,4223,Balone - Condamine,Condamine River,42230159A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.1661,151.2181
422,4223,Balone - Condamine,Condamine River,42230705A,No,4,1,,,,GLENGALLAN CREEK ALLUVIUM,-28.1160,151.9758
422,4223,Balone - Condamine,Condamine River,42230745A,No,4,1,,,,GLENGALLAN CREEK ALLUVIUM,-28.0630,152.1872
422,4223,Balone - Condamine,Condamine River,42231464A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.6303,151.4033
422,4223,Balone - Condamine,Condamine River,42231536A,No,4,1,,,,MAIN RANGE VOLCANICS,-26.8834,151.5443
422,4223,Balone - Condamine,Condamine River,42231686A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.2534,151.0511
422,4223,Balone - Condamine,Condamine River,42231261A,No,4,1,,,,SWAN CREEK ALLUVIUM,-28.1985,152.2169
422,4222,Balone - Condamine,Balonne River,42220068A,No,2,1,Yes,,Yes,BALONNE RIVER ALLUVIUM,-27.8880,148.3875
422,4223,Balone - Condamine,Condamine River,119965A,No,2,1,,,Yes,PRECIPICE SANDSTONE,-26.9491,150.5944
422,4222,Balone - Condamine,Balonne River,42220083A,No,2,1,,,,BALONNE RIVER ALLUVIUM,-28.4941,148.3028
422,4223,Balone - Condamine,Condamine River,42231562A,No,2,1,,,,MARBURG SUBGROUP,-26.5082,151.1315
422,4223,Balone - Condamine,Condamine River,42230016A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.9254,151.6719
422,4223,Balone - Condamine,Condamine River,42230702A,No,4,1,,,,MAIN RANGE VOLCANICS,-28.0276,152.1663
422,4222,Balone - Condamine,Balonne River,42220080A,No,2,1,Yes,,,BALONNE RIVER ALLUVIUM,-27.9614,148.1075
422,4223,Balone - Condamine,Condamine River,42231652A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.5859,151.9805
422,4223,Balone - Condamine,Condamine River,42230856A,No,4,1,,,,SWAN CREEK ALLUVIUM,-28.1795,152.2414
422,4223,Balone - Condamine,Condamine River,42230895A,No,4,1,,,,MOOLA CREEK ALLUVIUM,-27.0562,151.5072
422,4223,Balone - Condamine,Condamine River,42231698A,No,4,1,Yes,,,CONDAMINE RIVER ALLUVIUM,-27.9441,151.7153
422,4223,Balone - Condamine,Condamine River,42231251B,No,4,1,,,,MAIN RANGE VOLCANICS,-27.6939,151.9067
422,4223,Balone - Condamine,Condamine River,42231251A,No,4,1,,,,MAIN RANGE VOLCANICS,-27.6939,151.9067
422,4223,Balone - Condamine,Condamine River,42231317A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.1908,151.2752
422,4223,Balone - Condamine,Condamine River,42230114A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.5198,151.3888
422,4225,Balone - Condamine,Wallam Creeks,24700A,No,1,3,Yes,,,BUNGIL FORMATION,-28.7175,147.4914
422,4223,Balone - Condamine,Condamine River,42230076A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.6113,151.3357
422,4223,Balone - Condamine,Condamine River,42230025A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.7846,151.4969
422,4223,Balone - Condamine,Condamine River,42230025B,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.7846,151.4969
422,4223,Balone - Condamine,Condamine River,42230025C,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.7846,151.4969
422,4223,Balone - Condamine,Condamine River,42231305A,No,4,1,,,,OAKEY CREEK ALLUVIUM,-27.4081,151.7782
422,4223,Balone - Condamine,Condamine River,42231305B,No,0,0,Yes,,,OAKEY CREEK ALLUVIUM,-27.4081,151.7782
422,4223,Balone - Condamine,Condamine River,42231242A,No,2,1,,,,CONDAMINE RIVER ALLUVIUM,-27.8982,151.6504
422,4223,Balone - Condamine,Condamine River,42231062A,No,4,1,,,,WALLOON COAL MEASURES,-27.9371,151.8065
422,4223,Balone - Condamine,Condamine River,42231358A,No,4,1,,,,WALLOON COAL MEASURES,-27.5448,151.5629
422,4223,Balone - Condamine,Condamine River,42231074A,No,4,1,,,,CONDAMINE RIVER ALLUVIUM,-27.1659,151.2179
